category,company,phone,url
Retail,Muebles 365,,http://www.muebles365.com.ar/
,Muebles Platinum,261 4200909.,https://platinumcatamarca37.com.ar/shop2/
Servicios,Multigol,,http://www.multigol.com.ar/
Servicio Full eCommerce,Multiplace,(11) 4952-1404,http://www.multiplace.com.ar/
,Mundo Fix,,http://www.mundofix.com
,mundotekno.com,+54 9 261 4549327,http://www.mundotekno.com/#!/-venta-de-computacion/
,Murillo 666,+54261 4244701,http://www.murillo666.com.ar/
,Musicalisimo,0810 888 3456,http://www.musicalisimo.com.ar/
Retail,MyCyberCompra,,http://www.micybercompra.com.ar/
,Nama,4833-4000,http://www.naima.com.ar/
Retail,Naldo,,http://www.naldolombardi.com.ar
Retail,Nano Partes,,http://www.nanopartes.com.ar/
Retail,Natalia Antolin,,http://www.nantolin.com/
Retail,Natura,,http://www.naturacosmeticos.com.ar/
,Navent,,http://www.navent.com/es
Retail,Necxus,,http://www.necxus.com.ar/catalog/
Clasificados,Needish,,http://www.needish.com/
,NEO Enciende Tu Vida,4815-6172,https://neo.com.ar/
,Neticel,,http://www.neticel.com
,NetOne,,http://www.netone.com.ar/
Retail,NETSHOES,,www.netshoes.com.ar
,NeumticosyServicios.com,,http://www.neumaticosyservicios.com/
Retail,Newsport,,https://www.newsport.com.ar/
Telefona,Nextel,,http://tienda.nextel.com.ar
Retail,NG Distribucin,,http://www.ngdistribucion.com.ar
,Nh autopiezas,,http://www.nhautopiezas.com.ar
,Nico Calzados,0800 345 6426,http://www.nicocalzados.com/
Retail,Nike,,http://www.nike.com/ar/es_ar/?ref=https%3A%2F%2Fwww.google.com.ar%2F
Cosmtica y Belleza,Nivea,1145530040,https://www.linio.com.ar/cm/tienda-oficial-nivea
,NOAF,0341-4261552,http://noaflojes.com.ar/web/
Servicios,Nosis,,http://www.nosis.com
Logstica,Not Lazy,,http://www.notlazy.com.ar/
Retail,Novogar,,http://www.novogar.com.ar/
Pagos,NPS,,http://www.nps.com.ar/
,Nubelo,,http://www.nubelo.com
Mtricas,Nubimetrics,46007907,http://www.nubimetrics.com
Hosting,NutHost.com,0810-999-4678,https://www.nuthost.com/
Retail,Nutrasalud,,http://www.nutrasalud.com.ar
Logstica,Ocasa,,http://www.ocasa.com
Retail,Odontotienda,,http://www.odontotienda.com.ar
Compras colectivas,Ofertona,,http://www.ofertona.net/cuponesdedescuento
Retail,OfiShop,,https://www.ofishop.com/index.php
Investigacin de mercado,OH!Panel,,http://www.ohpanel.com
Retail,OLX,,http://www.olx.com.ar/?from=www
Clasificados,OLX,,http://www.olx.com
Capacitacin,OM Latam,,http://www.omlatam.com
,Ombu Shop,,http://www.ombushop.com/
Seguros,Omint Assistance,,http://www.omintassistance.com.ar
,Ona Saez,011.5245.6733,http://www.onasaez.com/
,OneLab,+5491124623682,http://www.onelab.com.ar/
Retail,Open Sports,,https://www.opensports.com.ar/
,Orsogna V,011-4307- 1472,http://www.orsognavinos.com.ar/
Retail,Oscar Barbieri,,http://www.oscarbarbieri.com
Retail,Ouletronica,,http://www.ouletronicaweb.com.ar/14a-Quienes-Somos
,Overhard Digital,(11) 4858-0985,http://www.overhard.com.ar/
Retail,Owo,,http://www.owonet.com.ar/
,Owoko,11 4572 9471,http://owoko.com.ar/
Retail,Paez,,http://www.laspaez.com.ar
Clasificados,Pginas Amarillas,5411-4348-8000,http://www.yellargentina.com.ar/
Retail,Pampero,,http://www.pamperousointensivo.com.ar
Retail,Panasonic,,http://shop.panasonic.com.ar
,Pardo,011-4017-4140,https://www.pardo.com.ar/
Comunicacin,Parla Comunicaciones,,www.parlacomunicaciones.com.ar
Turismo,Partiendo.com,,http://www.partiendo.com/
Pagos,Paymentez,,http://www.paymentez.com/
,PedidosYa,6841 9135,http://www.pedidosya.com.ar/
Retail,Perozzi e Hijo,4258-8322,http://www.perozzi.com.ar
Retail,Prsico Sanitarios,47534008 / 1552214878,http://www.persicosanitarios.com.ar/
Comunicacin,Personal,,http://www.personal.com.ar/
Retail,Philips,,http://WWW.PHILIPS.COM.AR
Abogados,Phoebus,,http://www.phoebusabogados.com.ar/
,PhoneCity Electronics,011-4779-9012 / 9016,http://www.phonecitymdq.com.ar/home.html
Entretenimientos,Photobookers,,http://photobookers.com.ar/
Retail,PieroDigital,,http://www.pierodigital.com.ar
Retail,Pintureras Rex,,http://www.pintureriasrex.com/
Retail,Pisano Pintureras,0810 666 9999,http://www.pisano.com.ar/
Marketing Online,Planes Marketing Digital,,www.planesdigital.com.ar
Turismo,PLATAFORMA 10,50322449,http://www.plataforma10.com/
Plataformas,Pol Argentina,,http://www.polargentina.com/
Retail,Polocel,,http://www.polo-cel.com.ar/
,Pony,4131-2602,http://shop.ponyarg.com/
Retail,Portofem,,http://www.portofem.com/home.php?v=1
,Posco,1563689482,http://www.posco.com.ar/
,Potiers Home,(011) 4794-3745,http://www.potiershome.com.ar/
Servicio Full eCommerce,Pow,,www.holapow.com
,Praga Home,0810-777-0377,http://www.pragahome.com.ar/
Marketing Online,Pragmativa,,http://www.pragmativa.com/
Retail,Precios Bajos,,http://www.preciosbajos.com.ar/
,Prestigio,,http://www.prestigioweb.com
Retail,Prime Club,,http://www.primeclub.com.ar/
,Producteca,+54 (11) 5368-0401,https://www.producteca.com/
,ProNetwork,,http://pronetworkmarketing.com.ar/
,Pronotebooks,,http://www.pronotebooks.com.ar
Servicios Financieros,Puente,,http://www.puentenet.com
,Punto Gamer,011 4342-2332,http://www.puntogamer.com.ar/
Marketing Online,Punto Rojo Marketing,4772-9455,http://www.Puntorojomarketing.com
Retail,Punto T,,http://www.puntote.com.ar/
,Punto Talent,,http://www.puntotalent.com/
,Pymedia,,http://www.pymedia.com.ar/
,QA Company,(+ 54) 011 4813 8848,http://www.qa.com.ar/
Hardware & software,QSC Soluciones,,http:www.qscweb.com.ar
Retail,Quiksilver,,http://www.facebook.com/quiksilverargentina
Retail,Quilmes Store,,http://www.quilmesstore.com
,Quo Marketing,,http://quomarketing.com.ar/
Consultoria,Raberil Trading,,http://www.raberiltrading.com
Retail,Rapsodia,,http://www.rapsodiastore.com.ar/
Retail,Rataparula,,http://www.rataparula.com/
,Real Trends,,http://www.real-trends.com/ar/
Retail,Red Sport,,http://www.red-sport.com.ar/
Empleos,Red Telework,,http://www.redtelework.com/
,Reebok,0800 222 1138,http://www.reebok.com.ar/
Retail,Reef,,http://WWW.REEF.COM.AR
,Regin Global,,http://www.regionglobal.com/
,Rekket Digital Hub,5199-3554,http://www.rekket.com/
Retail,Rentacar.com.ar,,http://www.rentacar.com.ar/
Retail,Repuestos Network,,http://www.ventasnetwork.com.ar/repuestos-accesorios-pautos_qO2XtOcxSM
Retail,Rever Pass,,http://www.reverpass.com/
Retail,Rie,,http://www.riearriba.com/
Pagos,Ripio,,https://www.ripio.com/
Retail,Rivera Hogar,,http://WWW.RIVERAHOGAR.COM.AR
Retail,Rivera Hogar,,http://www.riverahogar.com.ar/
,Rockabruja,0351 -152 424075,http://rockabruja.com/
Retail,Rollpix,,http://rollpix.com/
Automotriz,Romera Hnos S.A.,0810-333-1926,http://www.romerahnos.com/
Retail,Rosen,,http://www.rosen.com.ar
Retail,Rosso Cuore in Casa,,http://www.rossocuoreincasa.com.ar/
Servicios Grficos,RotulArte,(011) 4552-1185,https://www.rotularte.com.ar
Turismo,Royal World Cruices,,http://www.rwccruceros.com/
Retail,Rupless,,http://www.rupless.com.ar/
Retail,Salve Regina,32203605,http://www.salveregina.com.ar/
,Samsung,,http://www.samsung.com/ar/home/
Abogados,"SANCHEZ, LUPI & ASOCIADOS",,http://www.sanchezlupi.com/
Retail,Sarkany,0800-77-74259,http://www.rickysarkany.com/
,SatoshiTango,,https://www.satoshitango.com/
Retail,Saverio Di Ricci,,http://www.saveriodiricci.com/
,Sayen Iluminacin,011 3968 8480,http://www.sayen.com.ar/
Retail,SBN Subastas,,http://www.narvaezbid.com.ar/
Retail,SBS,,http://www.sbs.com.ar
Seguridad,Seguridad Actual,,http://www.seguridadactual.com.ar
Seguros,Seguro.com.ar,0800-147-5000,http://www.seguro.com.ar/
Seguros,Seguros en Directo,,https://segurosendirecto.com.ar/
Logstica,Sell2Ship,,http://sell2ship.com/
,SemExpert,,http://www.semexpert.com.ar/
Abogados,Seal,,www.marcasypatentes.com
Retail,Sensei,,http://sensei.com.ar/inicio/
,Seo Posicionamiento Express,,http://posicionamiento-seoexpress.com/
Retail,Shenshina,,http://WWW.SHENSHINA.COM
,Ship Now,,http://www.shipnow.com.ar/
Logstica,Shipeala,15-3018-2106,http://www.shipeala.com/
,Sibari,0341-4855840,http://sibari-style.com.ar/
,Signos,,www.pcsignos.com.ar
,Simbel,,http://www.simbel.com.ar/
,Simmons,011-4365-9450,http://www.simmons.com.ar/
,Simones,1569718288,http://www.simones.com.ar/
,Simonetta MKT,,http://www.simonettamkt.com.ar
Retail,SinEtiquetas.com,,http://www.sinetiquetas.com
,Sintec Tur S.A.,5554-7000/7001,http://www.sintectur.com.ar
Retail,Sky Blue,,http://www.skyblue.com.ar/
Comunicacin,SocialEyez,5238-7707,http://www.socialeyezla.com
Retail,SommierCenter,,http://www.sommiercenter.com
Retail,Sony Store Online,(011) 6770-7669,http://www.sony.com.ar/store
Logstica,South Post,,http://www.southpost.com.ar/
Retail,Soy Cuervo,,https://www.soycuervo.com/
,Speed Rider,+54 11 2045-1231,http://www.speedrider.com.ar/
Retail,Sporting,,http://www.Sporting.com.ar
Retail,Sportline,,http://WWW.SPORTLINE.COM.AR
,SPSS,,http://spss.com.ar/es/
Retail,Staples,,http://www.staples.com.ar/
Retail,Stock Center,,http://www.stockcenter.com.ar
Retail,Stone,,http://www.stone-jeans.com/
Retail,Su Promocin,,http://www.supromocion.com.ar/
Turismo,Submarino Viajes,0810 122 0136,http://www.submarinoviajes.com.ar
,Summa Solutions,(5411) 4836.2596,http://www.summasolutions.net/
,Syntaxis,0291-4563037,https://syntaxis.com.ar/
,SYT,,http://syt.net/
Retail,T&S Home,(011) 5263-0769,http://tshome.com.ar/
,Tannery,0341 4560800,http://www.tannery.com.ar/
,Tap,,http://www.tap-commerce.com/
Servicios,Target,,http://www.targetsl.com.ar
Servicio Full eCommerce,Tarjeta Naranja,,http://www.tiendanaranja.com
,Tarjeta PriVip,5253-1308,http://www.tarjetaprivip.com.ar/home.php
Marketing Online,Tas Digital,,http://www.tasdigital.com
Retail,Taverniti,,http://www.taverniti.com.ar/
,TBX Herramientas,011-5236-0344,http://tbxherramientas.com/6c-OFERTAS
,Tecsid,54 (011) 4667-3800,http://www.tecsid.com/
,TelasxMetro.com,1148643267,http://www.telasxmetro.com/
Retail,Telefnica Movil SA,,https://web.telefonica.com.ar
,Temaikn Bioparque,(0348) 443-6900,http://www.temaiken.org.ar/
Retail,Tenis Global,,http://www.tenisglobal.com.ar/
Retail,TeVeCompras,(011) 4858 - 8096,https://tevecompras.com/
Retail,Tevelin,,http://www.tevelin.com.ar
Retail,The Coco Room,,http://WWW.THECOCOROOM.COM
Retail,The Coco Room,,http://WWW.THECOCOROOM.COM
Alimentacin,The Food Market,1549393330,http://www.thefoodmarket.com.ar/
Retail,The Net Boutique,,http://www.thenetboutique.com/
Retail,They & They,,http://www.theyandthey.com
Plataformas,Ticketek,,http://www.ticketek.com.ar/
,Tienda Lbero,0810-888-6775,https://www.tiendalibero.com.ar/
Retail,Tienda Nap,,http://www.tiendanap.com/
,Tienda Objetos,011-5263-3736,https://www.tiendaobjetos.com.ar/
Retail,Tienda Pato Pampa,,http://www.tiendapatopampa.com
Retail,Tienda River,,https://www.tiendariver.com/
Retail,Tienda Velez,,www.tiendavelez.com.ar
,Tienda Virtual,0810-888-4363,http://www.tiendavirtual.com/
Desarrolladores web,Tiendanube,+5491155647116,http://www.tiendanube.com/
Retail,TiendaVirtual,,www.tiendavirtual.com
Turismo,Tije Travel,,http://www.tije.travel/
Logstica,TLA Transporte,,http://www.tlatransporte.com.ar/
,To Be Revenue,1165073481,http://www.toberevenue.com/#!/-bienvenido/
Retail,Todo Grifera,,http://www.todogriferia.com/
Retail,Todo Grifera,,http://www.todogriferia.com/
,TodoModa,,http://www.todomoda.com/argentina/index.php
,Tomas Web,11 5263-0546.,https://tomasweb.com.ar
Retail,Tonel Privado,,http://www.tonelprivado.com/
Hardware & software,Toolkit,,http://toolkit.com.ar/web/
Turismo,Top Trip,,http://www.toptrip.com
Retail,Topper,,http://www.topper.com.ar/
Retail,Tops,,http://www.topszapatos.com.ar/35c-Productos
Retail,Toys Depot,,http://www.toysdepot.com.ar/
Retail,Trabuco Hogar,,http://www.trabucohogar.com.ar/
Turismo,Transatlntica Viajes y Turismo,,https://www.transatlantica.travel/
,TRAVELERSVAN.COM,1169677662,https://travelersvan.com/sitio/
Turismo,Travelport,,http://www.travelport.com/ar
,Trip Now,5217-9777,http://www.tripnow.com.ar/
Marketing Online,Tripolis,4711 8958.,http://www.tripolis.com.ar/
,Triptongo,,http://www.triptongo.com.ar
Turismo,TTS Viajes,,http://www.ttsviajes.com/
Compras colectivas,TuQupon,,http://www.tuqupon.com
Turismo,Turismo Sur,,http://www.turismosur.com/
Plataformas,Tween SA,,http://www.tween.com.ar/
,Ubit,,http://www.universobit.com.ar/perfiles/empresa_ubit-2011_2548510.html
,Ukelele,4788 3843,http://www.ukelele.la/
,Ulula Information Technology,+54.11.4654.4767,http://ulula.net/es/
Retail,nico Club de Vinos,,http://www.unicoclubdevinos.com/site/
,Universal Assistance,4323-7800,http://www.universal-assistance.com
Logstica,Urbano,0810 222 8782,http://www.urbano.com.ar/
Retail,Vagon,011-3530-4447,http://www.vagon.com.ar/
Retail,Valkimya,,http://www.valkymia.com/
,Ven a Green Park,0810-555-7868,http://www.veniagreenpark.com/
Retail,Ventapel,,http://www.ventapel.com/
,Ver,4383-0550,http://www.ver.com.ar/home/
Pagos,Veraz S.A,,ttps://www.veraz.com.ar
Turismo,Viajes Tierra Sinai,,http://tierrasinai.com/
Turismo,Viajobien,,http://www.viajobien.com
,VirtuaCom,,http://www.virtuacom.net/
,Viru,+54 11 5984-2099,https://www.viru.com.ar/
,Visin Empresarial Comunicacin,,http://www.visionempresarial.info/
,Vitaminasa.com,,http://www.vitaminasa.com/
Retail,Vivoensale,,http://www.vivoensale.com
Turismo,VON TRIP,,www.vontrip.com
,VTEX,,http://www.vtex.com/
Retail,Walkin Berlin,,http://www.walkinberlin.com.ar
Retail,Walmart,,http://www.walmart.com.ar/
Retail,Wanama,,http://www.Wanama.com
,Web Centrix,,http://www.wcentrix.com/
Logstica,Web Pack,,http://www.webpack.com.ar/
,WebExperto Software,,http://www.web-experto.com.ar/index.cgi
Entretenimientos,Weegoo,,https://www.weegoo.com.ar/
Logstica,Welivery,011 5218 5609,http://welivery.com.ar/
Retail,Whirpool Store,,http://www.whirlpoolstore.com.ar/
Marketing Online,WinClap,,http://www.winclap.com
,Winery,,http://www.winery.com.ar/
,Wonoma,1140856256,http://www.wonoma.com/#/
Marketing Online,Woow up,,http://www.woowup.com
,XL Extra Large,,http://www.xlshop.com.ar/
Retail,xuangi,,www.xuangi.com
Retail,Yagmour,,http://www.yagmour.com.ar/
,Zelucash,011 41042000,http://www.zelucash.com/
Desarrolladores web,Zilber Group,,http://www.zilber.com.ar/
,Zonabiz.com,,https://www.zonabiz.com/
,ZonaJobs,,https://www.zonajobs.com.ar/empresas/
,ZonaProp,,http://www.zonaprop.com.ar/
Turismo,ZonaTrip,,http://www.zonatrip.com
